activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL699694,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCCN)C(N)=O,Outside typical range,CHEMBL1133106,J Med Chem,CHEMBL100761,=,=,Ki,nM,1900000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,1900.0,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCCN)C(N)=O,IBZDYDRXYTXAPL-UWVGGRQHSA-N,0.3826168439587121,IBZDYDRXYTXAPL,no_wikidata_match
,CHEMBL921238,CCOc1ccc(NC(=O)[C@@H]2C[C@H](NC(=O)CCCCCNC(=N)N[N+](=O)[O-])CN2)cc1.Cl,Outside typical range,CHEMBL1143872,Bioorg Med Chem,CHEMBL559190,=,=,IC50,nM,162000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,162.0,CCOc1ccc(NC(=O)[C@@H]2C[C@H](NC(=O)CCCCCNC(=N)N[N+](=O)[O-])CN2)cc1.Cl,ICVQAAFMJUZPJV-NBLXOJGSSA-N,-0.8124226254279638,ICVQAAFMJUZPJV,no_wikidata_match
,CHEMBL1826310,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2ccc(F)cc2)c1,Outside typical range,CHEMBL1821707,J Med Chem,CHEMBL1614783,=,=,Ki,nM,190000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,190.0,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2ccc(F)cc2)c1,IFVHOVCZGYECQL-BEFAXECRSA-N,-0.498982343027469,IFVHOVCZGYECQL,http://www.wikidata.org/entity/Q27454230
,CHEMBL702888,Cc1cccc(SCCC[C@H](N)C(=O)O)c1,,CHEMBL1131579,J Med Chem,CHEMBL90963,>,>,IC50,nM,100000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,100.0,Cc1cccc(SCCC[C@H](N)C(=O)O)c1,IGLUMGLMRMKLJE-NSHDSACASA-N,-0.5097349153755187,IGLUMGLMRMKLJE,no_wikidata_match
,CHEMBL1826229,COc1cc(C(=O)O[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H](C)C(C)=O)cc(OC)c1OC,,CHEMBL1821628,J Nat Prod,CHEMBL1821992,=,=,Emax,%,85.45,CHEMBL3464,"Nitric oxide synthase, inducible",Emax,%,85.45,COc1cc(C(=O)O[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H](C)C(C)=O)cc(OC)c1OC,IGPMFSHAEMUEMC-LRTDBIEQSA-N,0.5525442336303363,IGPMFSHAEMUEMC,http://www.wikidata.org/entity/Q27137662
,CHEMBL1826230,COc1cc(C(=O)O[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H](C)C(C)=O)cc(OC)c1OC,,CHEMBL1821628,J Nat Prod,CHEMBL1821992,=,=,IC50,nM,51420.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,51.42,COc1cc(C(=O)O[C@@H](c2cc(OC)c(OC)c(OC)c2)[C@H](C)C(C)=O)cc(OC)c1OC,IGPMFSHAEMUEMC-LRTDBIEQSA-N,0.5525442336303363,IGPMFSHAEMUEMC,http://www.wikidata.org/entity/Q27137662
,CHEMBL1018148,O=c1cc(-c2ccccc2)oc2cc(Oc3ccc4oc(-c5ccccc5)cc(=O)c4c3)ccc12,,CHEMBL1139311,Bioorg Med Chem Lett,CHEMBL466800,>,>,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,O=c1cc(-c2ccccc2)oc2cc(Oc3ccc4oc(-c5ccccc5)cc(=O)c4c3)ccc12,IGRXBHDMCKHQQC-UHFFFAOYSA-N,0.1361831553038543,IGRXBHDMCKHQQC,no_wikidata_match
,CHEMBL699603,N/C(=N/C1CC1)NO,,CHEMBL1145002,J Med Chem,CHEMBL72782,<,<,NO formation,%,0.5,CHEMBL3464,"Nitric oxide synthase, inducible",NO formation,%,0.5,N/C(=N/C1CC1)NO,IJMQWMFWLFIPIF-UHFFFAOYSA-N,0.3909864683587,IJMQWMFWLFIPIF,no_wikidata_match
,CHEMBL699688,CCCCC1CCCCC(N)=N1.Cl,,CHEMBL1131333,J Med Chem,CHEMBL543514,=,=,IC50,nM,1600.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,1.6,CCCCC1CCCCC(N)=N1.Cl,ILVCOOLKDRRADQ-UHFFFAOYSA-N,0.7933332903239307,ILVCOOLKDRRADQ,no_wikidata_match
,CHEMBL3579718,C#CC12C=C(C#N)C(=O)C=C1c1ccccc1CC2,,CHEMBL3576826,J Med Chem,CHEMBL3577131,=,=,IC50,nM,230.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,nM,230.0,C#CC12C=C(C#N)C(=O)C=C1c1ccccc1CC2,IMCDSEHQYWDCNA-UHFFFAOYSA-N,0.4150843815042105,IMCDSEHQYWDCNA,no_wikidata_match
,CHEMBL1763596,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,,CHEMBL1759962,Bioorg Med Chem Lett,CHEMBL1762005,=,=,Activity,pmol/min,23.6,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,23.6,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,INHDFRRYDVURKR-ACAMOKTQSA-N,2.2014792478333534,INHDFRRYDVURKR,no_wikidata_match
,CHEMBL1763595,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,,CHEMBL1759962,Bioorg Med Chem Lett,CHEMBL1762005,=,=,Activity,pmol/min,19.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,19.0,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,INHDFRRYDVURKR-ACAMOKTQSA-N,2.2014792478333534,INHDFRRYDVURKR,no_wikidata_match
,CHEMBL1763594,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,,CHEMBL1759962,Bioorg Med Chem Lett,CHEMBL1762005,=,=,Activity,pmol/min,14.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,14.0,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,INHDFRRYDVURKR-ACAMOKTQSA-N,2.2014792478333534,INHDFRRYDVURKR,no_wikidata_match
,CHEMBL1763593,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,,CHEMBL1759962,Bioorg Med Chem Lett,CHEMBL1762005,=,=,Activity,pmol/min,9.3,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,pmol/min,9.3,CC1(C)C[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]6O)[C@](C)(CO)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C)[C@H](O[C@@H]2OC[C@H](O)[C@@H](O)[C@H]2O[C@@H]2O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)[C@@H]1O,INHDFRRYDVURKR-ACAMOKTQSA-N,2.2014792478333534,INHDFRRYDVURKR,no_wikidata_match
,CHEMBL921238,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2cc(F)cc(F)c2)C1)N[N+](=O)[O-],,CHEMBL1143872,Bioorg Med Chem,CHEMBL559174,=,=,IC50,nM,11700.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,11.7,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2cc(F)cc(F)c2)C1)N[N+](=O)[O-],INSNRHVNBDCHFP-YYLIZZNMSA-N,-0.8829706178004377,INSNRHVNBDCHFP,no_wikidata_match
,CHEMBL700497,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,Outside typical range,CHEMBL1130132,J Med Chem,CHEMBL1204425,=,=,Ki,nM,7500000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,7500.0,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-JHEYCYPBSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL700497,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,Outside typical range,CHEMBL1130132,J Med Chem,CHEMBL1204422,=,=,Ki,nM,1200000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,1200.0,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-OJERSXHUSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL699602,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,Outside typical range,CHEMBL1132345,J Med Chem,CHEMBL1204422,=,=,Ki,nM,3600000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,3600.0,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-OJERSXHUSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL700497,COC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,Outside typical range,CHEMBL1130132,J Med Chem,CHEMBL1202109,=,=,Ki,nM,204000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,204.0,COC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-QNTKWALQSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL4402006,Cc1cc(N)nc(CCc2cc(CCCN(C)C)cc(F)c2F)c1,,CHEMBL4400558,J Med Chem,CHEMBL4440481,=,=,Ki,nM,823.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,nM,823.0,Cc1cc(N)nc(CCc2cc(CCCN(C)C)cc(F)c2F)c1,IOUZWWFXRZKIKT-UHFFFAOYSA-N,-0.8345358591766251,IOUZWWFXRZKIKT,no_wikidata_match
,CHEMBL921238,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2ccc(Br)cc2)C1)N[N+](=O)[O-],,CHEMBL1143872,Bioorg Med Chem,CHEMBL558045,=,=,IC50,nM,74600.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,74.6,Cl.N=C(NCCCCCC(=O)N[C@@H]1CN[C@H](C(=O)Nc2ccc(Br)cc2)C1)N[N+](=O)[O-],IPPXFTGDOZQZIY-YYLIZZNMSA-N,-0.7611589668546773,IPPXFTGDOZQZIY,no_wikidata_match
,CHEMBL699694,NCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],Outside typical range,CHEMBL1133106,J Med Chem,CHEMBL98086,=,=,Ki,nM,760000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,760.0,NCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],IPWFMTIKXICYNV-ZETCQYMHSA-N,-0.19833616088574543,IPWFMTIKXICYNV,no_wikidata_match
,CHEMBL1273065,Br.CC(=N)NC(c1ccccc1)C(C)C,,CHEMBL1268984,Bioorg Med Chem Lett,CHEMBL1269103,=,=,IC50,nM,10000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,10.0,Br.CC(=N)NC(c1ccccc1)C(C)C,IPZURMCERXIJGV-UHFFFAOYSA-N,-0.37922783596579995,IPZURMCERXIJGV,no_wikidata_match
,CHEMBL3592389,CC(=N)NCc1cccc(CNC(=O)CN)c1,,CHEMBL3588792,ACS Med Chem Lett,CHEMBL3589088,>,>,IC50,nM,10000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,10.0,CC(=N)NCc1cccc(CNC(=O)CN)c1,IQBRKJVRLPSQLW-UHFFFAOYSA-N,-0.3011195280896059,IQBRKJVRLPSQLW,no_wikidata_match
,CHEMBL1664436,Nc1cccc(C(=O)O)c1O,,CHEMBL1649420,J Med Chem,CHEMBL1650630,=,=,Inhibition,%,18.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,18.0,Nc1cccc(C(=O)O)c1O,IQGMRVWUTCYCST-UHFFFAOYSA-N,0.3186605636840909,IQGMRVWUTCYCST,http://www.wikidata.org/entity/Q27161513
,CHEMBL2013393,COc1c(O)cc2oc(-c3ccc(F)cc3)cc(=O)c2c1O,,CHEMBL2010724,Bioorg Med Chem Lett,CHEMBL2013189,=,=,Inhibition,%,40.8,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,40.8,COc1c(O)cc2oc(-c3ccc(F)cc3)cc(=O)c2c1O,IQKBLHZSJFDWLX-UHFFFAOYSA-N,0.9257613677754045,IQKBLHZSJFDWLX,no_wikidata_match
,CHEMBL2013394,COc1c(O)cc2oc(-c3ccc(F)cc3)cc(=O)c2c1O,,CHEMBL2010724,Bioorg Med Chem Lett,CHEMBL2013189,=,=,IC50,nM,8580.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,8.58,COc1c(O)cc2oc(-c3ccc(F)cc3)cc(=O)c2c1O,IQKBLHZSJFDWLX-UHFFFAOYSA-N,0.9257613677754045,IQKBLHZSJFDWLX,no_wikidata_match
,CHEMBL4041165,COc1ccncc1CCCNCc1ccc2ccc(N)nc2c1,,CHEMBL4038342,J Med Chem,CHEMBL4097898,=,=,Ki,nM,17200.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,17.2,COc1ccncc1CCCNCc1ccc2ccc(N)nc2c1,IQPCOMIHSUSLGC-UHFFFAOYSA-N,-0.5914468553531166,IQPCOMIHSUSLGC,no_wikidata_match
,CHEMBL1056359,CC1=CC2=NCC(C(=O)c3ccc(-c4ccccc4)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,,CHEMBL1152488,Eur J Med Chem,CHEMBL564866,=,=,Activity,%,40.0,CHEMBL3464,"Nitric oxide synthase, inducible",Activity,%,40.0,CC1=CC2=NCC(C(=O)c3ccc(-c4ccccc4)cc3)CN2C=C1.[O-][Cl+3]([O-])([O-])O,IQPTWKICXNWDNX-UHFFFAOYSA-N,-0.15389005346776333,IQPTWKICXNWDNX,no_wikidata_match
,CHEMBL1664436,Cc1cc(=O)c(O)co1,,CHEMBL1649420,J Med Chem,CHEMBL119083,=,=,Inhibition,%,-3.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,-3.0,Cc1cc(=O)c(O)co1,IQXWFHDFTAZGNB-UHFFFAOYSA-N,1.2177960426053223,IQXWFHDFTAZGNB,http://www.wikidata.org/entity/Q27273574
,CHEMBL1826310,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(F)c2)c1,,CHEMBL1821707,J Med Chem,CHEMBL1614782,=,=,Ki,nM,25000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,25.0,Cc1cc(N)nc(C[C@@H]2CNC[C@@H]2OCCNCC(F)(F)c2cccc(F)c2)c1,IRAITVAESBBILD-BEFAXECRSA-N,-0.5383935216521242,IRAITVAESBBILD,http://www.wikidata.org/entity/Q27454222
,CHEMBL1104147,Cc1cc(N)nc(CC2CNCC2OCCNCC(F)(F)c2cccc(F)c2)c1,,CHEMBL1154816,Bioorg Med Chem Lett,CHEMBL1086859,=,=,Ki,nM,52000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,52.0,Cc1cc(N)nc(CC2CNCC2OCCNCC(F)(F)c2cccc(F)c2)c1,IRAITVAESBBILD-UHFFFAOYSA-N,-0.5383935216521242,IRAITVAESBBILD,no_wikidata_match
,CHEMBL3368457,CC(C)(C)C1=NN(c2ccccc2Cl)C(c2ccc(O)cc2)C1,,CHEMBL3351692,J Med Chem,CHEMBL3323325,=,=,Inhibition,%,26.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,26.0,CC(C)(C)C1=NN(c2ccccc2Cl)C(c2ccc(O)cc2)C1,IRFBIJLFQWITKQ-UHFFFAOYSA-N,-0.695195994055387,IRFBIJLFQWITKQ,no_wikidata_match
,CHEMBL748041,Cl.Cl.N=C(NO)Nc1cccc(CN)c1,,CHEMBL1135725,J Med Chem,CHEMBL1203866,=,=,NOHA,%,1.5,CHEMBL3464,"Nitric oxide synthase, inducible",NOHA,%,1.5,Cl.Cl.N=C(NO)Nc1cccc(CN)c1,IRLZVHHXPGSMFK-UHFFFAOYSA-N,-0.3402038088318998,IRLZVHHXPGSMFK,no_wikidata_match
,CHEMBL1826229,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc2c1OCO2,,CHEMBL1821628,J Nat Prod,CHEMBL1821994,=,=,Emax,%,65.62,CHEMBL3464,"Nitric oxide synthase, inducible",Emax,%,65.62,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc2c1OCO2,ISBKEYQPAWAMRF-IIBDXVJDSA-N,0.9163536802696002,ISBKEYQPAWAMRF,http://www.wikidata.org/entity/Q27137665
,CHEMBL1826230,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc2c1OCO2,,CHEMBL1821628,J Nat Prod,CHEMBL1821994,=,=,IC50,nM,52450.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,52.45,COc1cc([C@@H]2O[C@@H](c3cc(OC)c4c(c3)OCO4)[C@H](C)[C@H]2C)cc2c1OCO2,ISBKEYQPAWAMRF-IIBDXVJDSA-N,0.9163536802696002,ISBKEYQPAWAMRF,http://www.wikidata.org/entity/Q27137665
,CHEMBL3579718,C#C[C@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2,,CHEMBL3576826,J Med Chem,CHEMBL224752,=,=,IC50,nM,1.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,nM,1.0,C#C[C@]12C=C(C#N)C(=O)C=C1[C@@]1(C)C=C(C#N)C(=O)C(C)(C)[C@@H]1CC2,ISZIRXMFUSQQOS-NDXORKPFSA-N,1.1299179045172076,ISZIRXMFUSQQOS,no_wikidata_match
,CHEMBL1664436,C1CNCCNCCN1,,CHEMBL1649420,J Med Chem,CHEMBL1650628,=,=,Inhibition,%,0.0,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,0.0,C1CNCCNCCN1,ITWBWJFEJCHKSN-UHFFFAOYSA-N,0.041245141944555565,ITWBWJFEJCHKSN,http://www.wikidata.org/entity/Q4545690
,CHEMBL913121,NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1,,CHEMBL1147156,J Med Chem,CHEMBL228077,=,=,Ki,nM,17000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,17.0,NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1,IUFRDGFKAVLPFZ-CSMHCCOUSA-N,0.1692889733318957,IUFRDGFKAVLPFZ,http://www.wikidata.org/entity/Q27093152
,CHEMBL903950,NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1,,CHEMBL1142908,Bioorg Med Chem,CHEMBL228077,=,=,Ki,nM,17000.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,17.0,NC(=O)[C@@H]1C[C@@H](NC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])CN1,IUFRDGFKAVLPFZ-CSMHCCOUSA-N,0.1692889733318957,IUFRDGFKAVLPFZ,http://www.wikidata.org/entity/Q27093152
,CHEMBL750786,COC(=O)[C@@H](N)[C@H]1CC[C@H](/N=C(/C)N)C1,,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL100183,=,=,IC50,nM,50000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,50.0,COC(=O)[C@@H](N)[C@H]1CC[C@H](/N=C(/C)N)C1,IVWOENCQSRQYBB-CIUDSAMLSA-N,0.8012401497431867,IVWOENCQSRQYBB,no_wikidata_match
,CHEMBL750786,COC(=O)[C@@H](N)[C@@H]1CC[C@@H](/N=C(/C)N)C1,Outside typical range,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL101445,>,>,IC50,nM,200000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,200.0,COC(=O)[C@@H](N)[C@@H]1CC[C@@H](/N=C(/C)N)C1,IVWOENCQSRQYBB-HLTSFMKQSA-N,0.8012401497431867,IVWOENCQSRQYBB,no_wikidata_match
,CHEMBL750786,COC(=O)[C@@H](N)[C@@H]1CC[C@H](/N=C(/C)N)C1,Outside typical range,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL100505,>,>,IC50,nM,200000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,200.0,COC(=O)[C@@H](N)[C@@H]1CC[C@H](/N=C(/C)N)C1,IVWOENCQSRQYBB-VGMNWLOBSA-N,0.8012401497431867,IVWOENCQSRQYBB,no_wikidata_match
,CHEMBL750786,COC(=O)[C@@H](N)[C@H]1CC[C@@H](/N=C(/C)N)C1,,CHEMBL1130642,Bioorg Med Chem Lett,CHEMBL319093,=,=,IC50,nM,47000.0,CHEMBL3464,"Nitric oxide synthase, inducible",IC50,uM,47.0,COC(=O)[C@@H](N)[C@H]1CC[C@@H](/N=C(/C)N)C1,IVWOENCQSRQYBB-YIZRAAEISA-N,0.8012401497431867,IVWOENCQSRQYBB,no_wikidata_match
,CHEMBL2330224,Cc1cc(N)nc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)c1,,CHEMBL2321788,J Med Chem,CHEMBL2326361,=,=,Ki,nM,13400.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,13.4,Cc1cc(N)nc(CCc2cc(C#N)cc(CCc3cc(C)cc(N)n3)c2)c1,IXUSJKAERUMZME-UHFFFAOYSA-N,-0.45927697346673574,IXUSJKAERUMZME,http://www.wikidata.org/entity/Q27451997
,CHEMBL3047051,Cc1ccc2c(c1)C(=O)N(Cc1ccccc1N)C2=O,,CHEMBL3045031,Med Chem Res,CHEMBL2237484,=,=,Inhibition,%,98.4,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,98.4,Cc1ccc2c(c1)C(=O)N(Cc1ccccc1N)C2=O,IXWLLRCXMWCIAD-UHFFFAOYSA-N,-0.8731757820109701,IXWLLRCXMWCIAD,no_wikidata_match
,CHEMBL4346017,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12,,CHEMBL4342518,J Med Chem,CHEMBL4535045,=,=,Ki,nM,45700.0,CHEMBL3464,"Nitric oxide synthase, inducible",Ki,uM,45.7,Cc1cc(N)nc2cc(-c3ccc(OCc4ccccn4)c(CN)c3)ccc12,IYSGQZIVZRDDAE-UHFFFAOYSA-N,-0.849519107064375,IYSGQZIVZRDDAE,no_wikidata_match
,CHEMBL3047051,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccc(-c2ccccc2)cc1,,CHEMBL3045031,Med Chem Res,CHEMBL2237495,=,=,Inhibition,%,86.6,CHEMBL3464,"Nitric oxide synthase, inducible",INH,%,86.6,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccc(-c2ccccc2)cc1,IYWXNCONOXNVSJ-UHFFFAOYSA-N,-0.41050640408574396,IYWXNCONOXNVSJ,no_wikidata_match
