activity_comment,assay_chembl_id,canonical_smiles,data_validity_comment,document_chembl_id,document_journal,molecule_chembl_id,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,target_pref_name,type,units,value,isomeric_smiles,inchikey,np_score,short_inchikey,wikidata_id
,CHEMBL840777,Br.Br.CC(=N)Nc1ccc(NC(C)=N)cc1,,CHEMBL1131040,J Med Chem,CHEMBL544090,=,=,Selectivity,,11.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,11.0,Br.Br.CC(=N)Nc1ccc(NC(C)=N)cc1,DNPAFSMSSPQCLW-UHFFFAOYSA-N,-0.27597572848424373,DNPAFSMSSPQCLW,no_wikidata_match
,CHEMBL847293,CC1CCC(N)=N1.Cl,,CHEMBL1131100,J Med Chem,CHEMBL555587,=,=,Ratio,,0.96,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,0.96,CC1CCC(N)=N1.Cl,DOESRNRMSZKBBS-UHFFFAOYSA-N,0.5136484528528249,DOESRNRMSZKBBS,no_wikidata_match
,CHEMBL852582,NCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL92493,=,=,Ratio,,256.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,256.0,NCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],DOPUEVHMERWSRG-ZETCQYMHSA-N,0.272269897827558,DOPUEVHMERWSRG,no_wikidata_match
,CHEMBL838498,NCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1134555,J Med Chem,CHEMBL92493,=,=,Selectivity,,256.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,256.0,NCCCNC(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],DOPUEVHMERWSRG-ZETCQYMHSA-N,0.272269897827558,DOPUEVHMERWSRG,no_wikidata_match
,CHEMBL840781,COC(=O)[C@@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1,,CHEMBL1145940,J Med Chem,CHEMBL297096,=,=,Selectivity,,1800.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1800.0,COC(=O)[C@@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1,DRSRVBDYFUDJCK-CHWSQXEVSA-N,0.11089382367569997,DRSRVBDYFUDJCK,no_wikidata_match
,CHEMBL840781,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1,,CHEMBL1145940,J Med Chem,CHEMBL329459,=,=,Selectivity,,83.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,83.0,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1,DRSRVBDYFUDJCK-QWHCGFSZSA-N,0.1805498590331815,DRSRVBDYFUDJCK,no_wikidata_match
,CHEMBL5046509,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1Cl)C(=O)OC,,CHEMBL5046219,J Med Chem,CHEMBL5082696,=,=,Ratio IC50,,35.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,35.0,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1Cl)C(=O)OC,DRVUORZNVQVDES-PEQFHUMCSA-N,-0.5721454249387049,DRVUORZNVQVDES,no_wikidata_match
,CHEMBL852582,NCCCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],,CHEMBL1133106,J Med Chem,CHEMBL318654,=,=,Ratio,,23.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,23.0,NCCCCN(CC(N)=O)C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-],DYYAOLMVVYUKAH-VIFPVBQESA-N,-0.16580665329455826,DYYAOLMVVYUKAH,no_wikidata_match
,CHEMBL2037694,CN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036272,=,=,Ratio IC50,,110.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,110.0,CN[C@H]1CCC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,DZWCPJPFRNJGMB-DFQHDRSWSA-N,-0.6445990329836846,DZWCPJPFRNJGMB,no_wikidata_match
,CHEMBL2037694,CN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036274,=,=,Ratio IC50,,48.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,48.0,CN[C@H]1CCC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,DZWCPJPFRNJGMB-IODNYQNNSA-N,-0.6445990329836846,DZWCPJPFRNJGMB,no_wikidata_match
,CHEMBL2037694,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036273,=,=,Ratio IC50,,12.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,12.0,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,DZWCPJPFRNJGMB-UHFFFAOYSA-N,-0.6445990329836846,DZWCPJPFRNJGMB,no_wikidata_match
,CHEMBL2037694,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036273,=,=,Ratio IC50,,51.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,51.0,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,DZWCPJPFRNJGMB-UHFFFAOYSA-N,-0.6445990329836846,DZWCPJPFRNJGMB,no_wikidata_match
,CHEMBL1763068,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1.O=C(O)C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762476,=,=,Ratio IC50,,65.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,65.0,CNCC[C@@H](Oc1cc(OC)ccc1C#N)c1ccccc1.O=C(O)C(=O)O,FCJZJQBLFVEPPT-UNTBIKODSA-N,-0.17495162782662851,FCJZJQBLFVEPPT,no_wikidata_match
,CHEMBL752278,CC(=N)NCCOCCC(N)C(=O)O,,CHEMBL1133154,Bioorg Med Chem Lett,CHEMBL155413,=,=,Ratio,,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,5.0,CC(=N)NCCOCCC(N)C(=O)O,FKMADZQWMYNYLY-UHFFFAOYSA-N,0.6319209957272001,FKMADZQWMYNYLY,no_wikidata_match
,CHEMBL847293,CCC1CN=C(N)C1.Cl,,CHEMBL1131100,J Med Chem,CHEMBL543886,=,=,Ratio,,1.6,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,1.6,CCC1CN=C(N)C1.Cl,FPPOUWBAWOILPS-UHFFFAOYSA-N,0.3325705091793667,FPPOUWBAWOILPS,no_wikidata_match
,CHEMBL840777,Br.Br.N=C(CF)Nc1cccc(CN)c1,,CHEMBL1131040,J Med Chem,CHEMBL555584,=,=,Selectivity,,44.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,44.0,Br.Br.N=C(CF)Nc1cccc(CN)c1,FTHHTSUJKKNWKL-UHFFFAOYSA-N,-0.8091931041779731,FTHHTSUJKKNWKL,no_wikidata_match
,CHEMBL851192,CCSC(=N)Nc1cccc(C(=O)O)c1.I,,CHEMBL1130064,J Med Chem,CHEMBL552682,=,=,Selectivity index,,4.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity index,,4.0,CCSC(=N)Nc1cccc(C(=O)O)c1.I,FXKPYIQRNGXTBG-UHFFFAOYSA-N,-0.9994427577930436,FXKPYIQRNGXTBG,no_wikidata_match
,CHEMBL845032,NC1=NC(CC2CCCCC2)CCC1,,CHEMBL1131208,J Med Chem,CHEMBL269560,=,=,Selectivity,,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.0,NC1=NC(CC2CCCCC2)CCC1,GFAXMTCFGXNOQD-UHFFFAOYSA-N,0.6758255889934716,GFAXMTCFGXNOQD,no_wikidata_match
,CHEMBL5046509,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(Cl)cc1,,CHEMBL5046219,J Med Chem,CHEMBL2289691,=,=,Ratio IC50,,140.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,140.0,COC(=O)[C@H](Cc1ccccc1)NC(=O)/C=C/c1ccc(Cl)cc1,GFFVINCQFWDHTA-KQPPXVQYSA-N,-0.34029631308260827,GFFVINCQFWDHTA,no_wikidata_match
,CHEMBL834177,COc1ccc(-c2cnc3nc(N)nc(N(Cc4ccccc4)Cc4ccccc4)c3n2)cc1,,CHEMBL1140327,J Med Chem,CHEMBL100659,=,=,Selectivity,,11.52,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,11.52,COc1ccc(-c2cnc3nc(N)nc(N(Cc4ccccc4)Cc4ccccc4)c3n2)cc1,GFOZGTWUCAGSEA-UHFFFAOYSA-N,-0.7000657449958115,GFOZGTWUCAGSEA,no_wikidata_match
,CHEMBL845032,CC1CCN=C(N)C1,,CHEMBL1131208,J Med Chem,CHEMBL6808,=,=,Selectivity,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.0,CC1CCN=C(N)C1,GGDLOMFAKKVDPT-UHFFFAOYSA-N,0.5507578454591499,GGDLOMFAKKVDPT,http://www.wikidata.org/entity/Q82187937
,CHEMBL831308,CC1CCN=C(N)C1,,CHEMBL1143520,Bioorg Med Chem Lett,CHEMBL6808,=,=,Selectivity,,0.43,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.43,CC1CCN=C(N)C1,GGDLOMFAKKVDPT-UHFFFAOYSA-N,0.5507578454591499,GGDLOMFAKKVDPT,http://www.wikidata.org/entity/Q82187937
,CHEMBL848735,Cc1ccnc(N)c1C,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61939,=,=,Selectivity,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.0,Cc1ccnc(N)c1C,GJHFAHVMZHRUFR-UHFFFAOYSA-N,-0.2497265409034889,GJHFAHVMZHRUFR,http://www.wikidata.org/entity/Q72436372
,CHEMBL840781,NCNC[C@@H](N)CCC/N=C(/N)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL152583,=,=,Selectivity,,320.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,320.0,NCNC[C@@H](N)CCC/N=C(/N)N[N+](=O)[O-],GLFOLNVBEBXCFF-LURJTMIESA-N,0.37057091392953756,GLFOLNVBEBXCFF,no_wikidata_match
,CHEMBL5046509,COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)/C=C/c1ccc(Cl)c(Cl)c1,,CHEMBL5046219,J Med Chem,CHEMBL5090181,=,=,Ratio IC50,,149.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,149.0,COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)/C=C/c1ccc(Cl)c(Cl)c1,GNRRLACDIBMRGO-MPNRVQBSSA-N,-0.7328289223474461,GNRRLACDIBMRGO,no_wikidata_match
,CHEMBL840781,N=C(NCCC[C@H](N)CNc1ccccc1CCN)N[N+](=O)[O-],,CHEMBL1145940,J Med Chem,CHEMBL297372,=,=,Selectivity,,70.2,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,70.2,N=C(NCCC[C@H](N)CNc1ccccc1CCN)N[N+](=O)[O-],GVFOIXTVPJBFRA-LBPRGKRZSA-N,-0.010675063711534805,GVFOIXTVPJBFRA,no_wikidata_match
,CHEMBL1763068,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1.O=C(O)/C=C/C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762480,=,=,Ratio IC50,,28.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,28.0,Cc1ccc(C#N)c(S[C@H](CCN)c2ccccc2)n1.O=C(O)/C=C/C(=O)O,GXBAVPWCNHSDRH-WMQZXYHMSA-N,-0.6036196800052964,GXBAVPWCNHSDRH,no_wikidata_match
,CHEMBL2215019,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,,CHEMBL2203205,Eur J Med Chem,CHEMBL3142586,=,=,Ratio IC50,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.0,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,HACQZEHXKZTINR-UHFFFAOYSA-N,-0.8420115482035346,HACQZEHXKZTINR,no_wikidata_match
,CHEMBL2215019,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,,CHEMBL2203205,Eur J Med Chem,CHEMBL3142586,=,=,Ratio IC50,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.0,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,HACQZEHXKZTINR-UHFFFAOYSA-N,-0.8420115482035346,HACQZEHXKZTINR,no_wikidata_match
,CHEMBL2215019,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,,CHEMBL2203205,Eur J Med Chem,CHEMBL3142586,=,=,Ratio IC50,,2.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,2.0,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,HACQZEHXKZTINR-UHFFFAOYSA-N,-0.8420115482035346,HACQZEHXKZTINR,no_wikidata_match
,CHEMBL2215019,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,,CHEMBL2203205,Eur J Med Chem,CHEMBL3142586,=,=,Ratio IC50,,13.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,13.0,CC1CC(N2CCc3cc(NC(=N)c4cccs4)ccc32)CCN1.Cl.Cl,HACQZEHXKZTINR-UHFFFAOYSA-N,-0.8420115482035346,HACQZEHXKZTINR,no_wikidata_match
,CHEMBL847293,CC1CN=C(N)C1.Cl,,CHEMBL1131100,J Med Chem,CHEMBL541090,=,=,Ratio,,4.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,4.0,CC1CN=C(N)C1.Cl,HAGVBOVZONYHRE-UHFFFAOYSA-N,1.0109190076513999,HAGVBOVZONYHRE,no_wikidata_match
,CHEMBL848735,N=C(N)NN,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL225304,=,=,Selectivity,,5.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,5.0,N=C(N)NN,HAMNKKUPIHEESI-UHFFFAOYSA-N,-0.3659585505913,HAMNKKUPIHEESI,http://www.wikidata.org/entity/Q409583
,CHEMBL848737,N=C(N)NN,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL225304,=,=,Selectivity,,1.1,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.1,N=C(N)NN,HAMNKKUPIHEESI-UHFFFAOYSA-N,-0.3659585505913,HAMNKKUPIHEESI,http://www.wikidata.org/entity/Q409583
,CHEMBL848735,CCc1cnc(N)cc1C,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61599,=,=,Selectivity,,2.6,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.6,CCc1cnc(N)cc1C,HBNAZXFJYLXHLA-UHFFFAOYSA-N,0.04583149973300003,HBNAZXFJYLXHLA,no_wikidata_match
,CHEMBL848737,CCc1cnc(N)cc1C,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL61599,=,=,Selectivity,,0.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.5,CCc1cnc(N)cc1C,HBNAZXFJYLXHLA-UHFFFAOYSA-N,0.04583149973300003,HBNAZXFJYLXHLA,no_wikidata_match
,CHEMBL840778,Br.Br.CC(=N)Nc1ccc(N(C)C)cc1,,CHEMBL1131040,J Med Chem,CHEMBL544789,>,>,Selectivity,,1.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.5,Br.Br.CC(=N)Nc1ccc(N(C)C)cc1,HCAARWFNNLKBRX-UHFFFAOYSA-N,-0.8605485267215933,HCAARWFNNLKBRX,no_wikidata_match
,CHEMBL852582,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCN)C(N)=O,,CHEMBL1133106,J Med Chem,CHEMBL101766,=,=,Ratio,,142.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,142.0,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCN)C(N)=O,HCPHDLFJNOIJEE-YUMQZZPRSA-N,0.39284669880177403,HCPHDLFJNOIJEE,no_wikidata_match
,CHEMBL1763068,N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1.O=C(O)/C=C/C(=O)O,,CHEMBL1759901,Bioorg Med Chem Lett,CHEMBL1762474,=,=,Ratio IC50,,33.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,33.0,N#Cc1ccc(Cl)cc1S[C@H](CCN)c1ccccc1.O=C(O)/C=C/C(=O)O,HDHLQBIWVMHJAZ-WMQZXYHMSA-N,-0.627462616420625,HDHLQBIWVMHJAZ,no_wikidata_match
,CHEMBL840182,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)N[N+](=O)[O-].O=C(O)C(F)(F)F,,CHEMBL1130132,J Med Chem,CHEMBL1202111,=,=,Selectivity,,8.9,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,8.9,N/C(=N\CCC[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)N[N+](=O)[O-].O=C(O)C(F)(F)F,HIADSDQQZARBFQ-FXMYHANSSA-N,0.12105703474392729,HIADSDQQZARBFQ,no_wikidata_match
,CHEMBL832387,CC1CC(N)=NC1C,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL185584,=,=,Ratio,uM,3.8,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,3.8,CC1CC(N)=NC1C,HLFGYTAETWRDBS-UHFFFAOYSA-N,0.5123443215518251,HLFGYTAETWRDBS,no_wikidata_match
,CHEMBL5046509,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccc(Cl)cc1)C(=O)OC,,CHEMBL5046219,J Med Chem,CHEMBL2289689,=,=,Ratio IC50,,62.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,62.0,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccc(Cl)cc1)C(=O)OC,HNWWZHYINOTXRH-HSSPRWGWSA-N,-0.2817111899700619,HNWWZHYINOTXRH,no_wikidata_match
,CHEMBL848735,CCc1cc(C)cc(N)n1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL294084,=,=,Selectivity,,0.15,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.15,CCc1cc(C)cc(N)n1,HOYBUTQLFZKDDU-UHFFFAOYSA-N,-0.84412085326866,HOYBUTQLFZKDDU,no_wikidata_match
,CHEMBL848737,CCc1cc(C)cc(N)n1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL294084,=,=,Selectivity,,0.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.3,CCc1cc(C)cc(N)n1,HOYBUTQLFZKDDU-UHFFFAOYSA-N,-0.84412085326866,HOYBUTQLFZKDDU,no_wikidata_match
,CHEMBL845032,NC1=NCCC(C(F)(F)F)C1,,CHEMBL1131208,J Med Chem,CHEMBL268312,=,=,Selectivity,,1.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.0,NC1=NCCC(C(F)(F)F)C1,HTZZMLFQUNRRMS-UHFFFAOYSA-N,-0.34584151525441825,HTZZMLFQUNRRMS,no_wikidata_match
,CHEMBL702712,Cl.Cl.NC1=Nc2cc(CCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,,CHEMBL1136534,Bioorg Med Chem Lett,CHEMBL542132,=,=,Selectivity,,11.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,11.0,Cl.Cl.NC1=Nc2cc(CCNCc3cccc(Cl)c3)ccc2[C@H]2CCC[C@@H]12,HZANPJRAEGTQHK-WGMYLSDTSA-N,-0.5183336727679964,HZANPJRAEGTQHK,no_wikidata_match
,CHEMBL832387,CC1CN=C(N)C1,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL183012,=,=,Ratio,uM,0.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,0.3,CC1CN=C(N)C1,IAGJRVCMUDBZSN-UHFFFAOYSA-N,1.155336008744457,IAGJRVCMUDBZSN,no_wikidata_match
,CHEMBL850730,C#CC/N=C(/N)NCCCC(N)C(=O)O,,CHEMBL1130243,J Med Chem,CHEMBL340224,=,=,Selectivity ratio,,1.4,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity ratio,,1.4,C#CC/N=C(/N)NCCCC(N)C(=O)O,IAYULXZCALADJD-UHFFFAOYSA-N,0.5457169305345734,IAYULXZCALADJD,no_wikidata_match
,CHEMBL852582,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCCN)C(N)=O,,CHEMBL1133106,J Med Chem,CHEMBL100761,=,=,Ratio,,260.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,,260.0,CN(C(=O)[C@@H](N)CCC/N=C(\N)N[N+](=O)[O-])[C@@H](CCCCN)C(N)=O,IBZDYDRXYTXAPL-UWVGGRQHSA-N,0.3826168439587121,IBZDYDRXYTXAPL,no_wikidata_match
,CHEMBL848735,Nc1ccccn1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL21619,=,=,Selectivity,,1.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,1.5,Nc1ccccn1,ICSNLGPSRYBMBD-UHFFFAOYSA-N,-0.18897683581968563,ICSNLGPSRYBMBD,http://www.wikidata.org/entity/Q2393470
,CHEMBL848737,Nc1ccccn1,,CHEMBL1133138,Bioorg Med Chem Lett,CHEMBL21619,=,=,Selectivity,,2.5,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,2.5,Nc1ccccn1,ICSNLGPSRYBMBD-UHFFFAOYSA-N,-0.18897683581968563,ICSNLGPSRYBMBD,http://www.wikidata.org/entity/Q2393470
,CHEMBL832387,CC1CCN=C1N,,CHEMBL1137191,Bioorg Med Chem Lett,CHEMBL359703,=,=,Ratio,uM,0.6,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio,uM,0.6,CC1CCN=C1N,IIZNRRGQKIIKRY-UHFFFAOYSA-N,0.6775210784226571,IIZNRRGQKIIKRY,no_wikidata_match
,CHEMBL2037694,CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036270,=,=,Ratio IC50,,913.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,913.0,CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,IKMZLQWBQYJRNA-KBGJBQQCSA-N,-0.9610213975331448,IKMZLQWBQYJRNA,no_wikidata_match
,CHEMBL2037694,CCN[C@H]1CC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,,CHEMBL2034871,J Med Chem,CHEMBL2036271,=,=,Ratio IC50,,21.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Ratio IC50,,21.0,CCN[C@H]1CC[C@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,IKMZLQWBQYJRNA-ZGTDKVADSA-N,-0.9610213975331448,IKMZLQWBQYJRNA,no_wikidata_match
,CHEMBL840777,Br.Br.N/C(CF)=N\c1cccc(CO)c1,,CHEMBL1131040,J Med Chem,CHEMBL542433,=,=,Selectivity,,57.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,57.0,Br.Br.N/C(CF)=N\c1cccc(CO)c1,INZANJMSQUQVRU-UHFFFAOYSA-N,-0.4573813328921066,INZANJMSQUQVRU,no_wikidata_match
,CHEMBL840182,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,,CHEMBL1130132,J Med Chem,CHEMBL1204425,=,=,Selectivity,,83.3,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,83.3,COC(=O)[C@@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-JHEYCYPBSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL840182,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,,CHEMBL1130132,J Med Chem,CHEMBL1204422,=,=,Selectivity,,3.0,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,3.0,COC(=O)[C@@H](CCC/N=C(/N)N[N+](=O)[O-])NC(=O)[C@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-OJERSXHUSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL840182,COC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,,CHEMBL1130132,J Med Chem,CHEMBL1202109,=,=,Selectivity,,0.55,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,0.55,COC(=O)[C@H](CCC/N=C(\N)N[N+](=O)[O-])NC(=O)[C@@H](N)Cc1ccccc1.O=C(O)C(F)(F)F,IOARZRDFZVTOLQ-QNTKWALQSA-N,0.0979598648284677,IOARZRDFZVTOLQ,no_wikidata_match
,CHEMBL834177,CCN(CC)c1nc(N)nc2c1NC(c1ccc(Cl)cc1)CN2,,CHEMBL1140327,J Med Chem,CHEMBL319722,=,=,Selectivity,,22.01,CHEMBL2096621,Nitric oxide sythases; iNOS & nNOS,Selectivity,,22.01,CCN(CC)c1nc(N)nc2c1NC(c1ccc(Cl)cc1)CN2,IPHXEBOGNDNEFM-UHFFFAOYSA-N,-0.4620552709620696,IPHXEBOGNDNEFM,no_wikidata_match
